Index,group_name,satellite_name,normalized_index,absolute_index
486,Starlink,STARLINK-11321 [DTC],1.0389,6.6666
487,Starlink,STARLINK-11314 [DTC],1.0384,6.6641
488,Starlink,STARLINK-11324 [DTC],1.0367,6.6551
489,Starlink,STARLINK-11328 [DTC],1.0315,6.622
490,Starlink,STARLINK-11329 [DTC],1.0273,6.5968
491,Starlink,STARLINK-11398 [DTC],1.0265,6.5945
492,Starlink,STARLINK-11383 [DTC],1.0279,6.5985
493,Starlink,STARLINK-11359 [DTC],1.0267,6.595
494,Starlink,STARLINK-11301 [DTC],1.0335,6.6343
495,Starlink,STARLINK-11351 [DTC],1.0369,6.6552
496,Starlink,STARLINK-11407 [DTC],1.0416,6.685
497,Starlink,STARLINK-11337 [DTC],1.042,6.686
498,Starlink,STARLINK-11353 [DTC],1.0417,6.6853
499,Starlink,STARLINK-11320 [DTC],1.0366,6.6529
500,Starlink,STARLINK-11425 [DTC],1.0344,6.6404
501,Starlink,STARLINK-11422 [DTC],1.0394,6.6706
502,Starlink,STARLINK-11421 [DTC],1.0284,6.6077
503,Starlink,STARLINK-11410 [DTC],1.0284,6.6076
504,Starlink,STARLINK-11390 [DTC],1.0299,6.6122
505,Starlink,STARLINK-11414 [DTC],1.042,6.686
506,Starlink,STARLINK-11424 [DTC],1.0419,6.6857
507,Starlink,STARLINK-11423 [DTC],1.0346,6.6408
508,Starlink,STARLINK-11395 [DTC],1.0377,6.6607
509,Starlink,STARLINK-11433 [DTC],1.0352,6.6454
510,Starlink,STARLINK-11262 [DTC],1.0408,6.6783
511,Starlink,STARLINK-11326 [DTC],1.0289,6.6053
512,Starlink,STARLINK-11330 [DTC],1.0405,6.676
513,Starlink,STARLINK-11363 [DTC],1.0274,6.6008
514,Starlink,STARLINK-11377 [DTC],1.0308,6.6173
515,Starlink,STARLINK-11385 [DTC],1.0397,6.6738
516,Starlink,STARLINK-11396 [DTC],1.0401,6.6757
517,Starlink,STARLINK-11393 [DTC],1.0407,6.6778
518,Starlink,STARLINK-11343 [DTC],1.0336,6.6346
519,Starlink,STARLINK-11411 [DTC],1.0274,6.6007
520,Starlink,STARLINK-11404 [DTC],1.0403,6.6758
521,Starlink,STARLINK-11378 [DTC],1.0413,6.6811
522,Starlink,STARLINK-11465 [DTC],1.0288,6.6072
523,Starlink,STARLINK-11426 [DTC],1.0297,6.6101
524,Starlink,STARLINK-11454 [DTC],1.0406,6.6791
525,Starlink,STARLINK-11473 [DTC],1.0412,6.6809
526,Starlink,STARLINK-11429 [DTC],1.04,6.6752
527,Starlink,STARLINK-11470 [DTC],1.0367,6.6554
528,Starlink,STARLINK-11427 [DTC],1.0408,6.6796
529,Starlink,STARLINK-11456 [DTC],1.0281,6.6052
530,Starlink,STARLINK-11474 [DTC],1.0371,6.6574
531,Starlink,STARLINK-11463 [DTC],1.0328,6.6313
532,Starlink,STARLINK-11472 [DTC],1.0397,6.6742
533,Starlink,STARLINK-11467 [DTC],1.0287,6.607
534,Starlink,STARLINK-11460 [DTC],1.04,6.675
535,Starlink,STARLINK-11384 [DTC],1.0635,6.8178
536,Starlink,STARLINK-11379 [DTC],1.0686,6.8492
537,Starlink,STARLINK-11387 [DTC],1.0707,6.8614
538,Starlink,STARLINK-11389 [DTC],1.0712,6.8628
539,Starlink,STARLINK-11388 [DTC],1.0712,6.8629
540,Starlink,STARLINK-11345 [DTC],1.0708,6.8617
541,Starlink,STARLINK-11381 [DTC],1.0705,6.8607
542,Starlink,STARLINK-11369 [DTC],1.0673,6.841
543,Starlink,STARLINK-11303 [DTC],1.0592,6.7905
544,Starlink,STARLINK-11367 [DTC],1.0579,6.7866
545,Starlink,STARLINK-11386 [DTC],1.0582,6.7872
546,Starlink,STARLINK-11380 [DTC],1.0641,6.8207
547,Starlink,STARLINK-11394 [DTC],1.0367,6.648
548,Starlink,STARLINK-11490 [DTC],1.0364,6.6472
549,Starlink,STARLINK-11466 [DTC],1.0347,6.6375
550,Starlink,STARLINK-11468 [DTC],1.0289,6.6012
551,Starlink,STARLINK-11488 [DTC],1.0361,6.6458
552,Starlink,STARLINK-11483 [DTC],1.0237,6.5727
553,Starlink,STARLINK-11492 [DTC],1.0337,6.6317
554,Starlink,STARLINK-11471 [DTC],1.025,6.5767
555,Starlink,STARLINK-11475 [DTC],1.0322,6.623
556,Starlink,STARLINK-11469 [DTC],1.0363,6.6467
557,Starlink,STARLINK-11476 [DTC],1.0238,6.5731
558,Starlink,STARLINK-11485 [DTC],1.0353,6.6415
559,Starlink,STARLINK-11481 [DTC],1.0246,6.5755
560,Starlink,STARLINK-11496 [DTC],1.0583,6.7836
561,Starlink,STARLINK-11501 [DTC],1.0719,6.8674
562,Starlink,STARLINK-11491 [DTC],1.0681,6.845
563,Starlink,STARLINK-11479 [DTC],1.0722,6.8683
564,Starlink,STARLINK-11489 [DTC],1.0563,6.7714
565,Starlink,STARLINK-11494 [DTC],1.0644,6.8218
566,Starlink,STARLINK-11333 [DTC],1.0556,6.7695
567,Starlink,STARLINK-11504 [DTC],1.0699,6.8563
568,Starlink,STARLINK-11495 [DTC],1.061,6.7981
569,Starlink,STARLINK-11498 [DTC],1.0733,6.8716
570,Starlink,STARLINK-11484 [DTC],1.0723,6.8686
571,Starlink,STARLINK-11487 [DTC],1.0552,6.7684
572,Starlink,STARLINK-11499 [DTC],1.0608,6.7975
573,Starlink,STARLINK-11444 [DTC],1.0589,6.7895
574,Starlink,STARLINK-11493 [DTC],1.0606,6.7978
575,Starlink,STARLINK-11453 [DTC],1.0737,6.8784
576,Starlink,STARLINK-11462 [DTC],1.075,6.8823
577,Starlink,STARLINK-11441 [DTC],1.0719,6.8677
578,Starlink,STARLINK-11445 [DTC],1.0688,6.8474
579,Starlink,STARLINK-11355 [DTC],1.0724,6.869
580,Starlink,STARLINK-11446 [DTC],1.0613,6.8018
581,Starlink,STARLINK-11428 [DTC],1.0601,6.7931
