Index,group_name,satellite_name,normalized_index,absolute_index
1,Kuiper,KUIPER-00032,1.391,4.4026
2,Kuiper,KUIPER-00052,1.965,5.8684
3,Kuiper,KUIPER-00075,1.4775,4.5622
4,Kuiper,KUIPER-00132,1.9233,5.7636
5,Kuiper,KUIPER-00142,1.7,5.2171
6,Kuiper,KUIPER-00145,1.1436,3.7334
7,Kuiper,KUIPER-00148,1.2908,4.0083
8,Kuiper,KUIPER-00152,1.7065,5.2375
9,Kuiper,KUIPER-00155,1.8577,5.5995
10,Kuiper,KUIPER-00156,1.6263,5.0362
11,Kuiper,KUIPER-00165,1.44,4.5321
12,Kuiper,KUIPER-00166,1.5095,4.7462
13,Kuiper,KUIPER-00168,1.5042,4.7314
14,Kuiper,KUIPER-00169,1.4976,4.7127
15,Kuiper,KUIPER-00170,1.3979,4.3633
16,Kuiper,KUIPER-00171,1.9774,5.9176
17,Kuiper,KUIPER-00172,1.7558,5.3577
18,Kuiper,KUIPER-00173,1.5021,4.7271
19,Kuiper,KUIPER-00174,1.6967,5.209
20,Kuiper,KUIPER-00121,1.3499,4.3018
21,Kuiper,KUIPER-00124,1.2791,4.1112
22,Kuiper,KUIPER-00125,1.3889,4.4083
23,Kuiper,KUIPER-00128,1.2826,4.1179
24,Kuiper,KUIPER-00129,1.3873,4.403
25,Kuiper,KUIPER-00130,1.359,4.3235
26,Kuiper,KUIPER-00134,1.3592,4.324
27,Kuiper,KUIPER-00135,1.3569,4.3177
28,Kuiper,KUIPER-00136,1.3875,4.4034
29,Kuiper,KUIPER-00137,1.3564,4.3166
30,Kuiper,KUIPER-00138,1.3564,4.3166
31,Kuiper,KUIPER-00140,1.344,4.2833
32,Kuiper,KUIPER-00141,1.3868,4.4019
33,Kuiper,KUIPER-00146,1.3596,4.3251
34,Kuiper,KUIPER-00149,1.3878,4.4041
35,Kuiper,KUIPER-00154,1.3686,4.35
36,Kuiper,KUIPER-00157,1.3568,4.3175
37,Iridium-next,IRIDIUM 176,1.6921,9.856
38,Iridium-next,IRIDIUM 175,1.8787,10.3611
39,Iridium-next,IRIDIUM 170,1.7182,10.0579
40,Iridium-next,IRIDIUM 177,1.8656,10.589
41,Iridium-next,IRIDIUM 174,1.7381,10.1763
42,Iridium-next,IRIDIUM 178,1.8985,10.7241
43,Iridium-next,IRIDIUM 179,1.9908,11.0497
44,Qianfan,QIANFAN-7,1.7862,5.4311
45,Qianfan,QIANFAN-19,1.4286,4.736
46,Qianfan,QIANFAN-20,1.2924,4.4023
47,Qianfan,QIANFAN-21,1.7359,5.528
48,Qianfan,QIANFAN-23,1.5378,4.9902
49,Qianfan,QIANFAN-24,1.8543,5.854
50,Qianfan,QIANFAN-25,1.201,4.2145
51,Qianfan,QIANFAN-27,1.9303,5.9733
52,Qianfan,QIANFAN-28,1.9557,5.9978
53,Qianfan,QIANFAN-35,1.9521,6.0311
54,Qianfan,QIANFAN-37,1.0297,3.0594
55,Qianfan,QIANFAN-39,1.7737,5.5973
56,Qianfan,QIANFAN-40,1.1674,3.2072
57,Qianfan,QIANFAN-42,1.7788,5.6269
58,Qianfan,QIANFAN-43,1.0123,2.9805
59,Qianfan,QIANFAN-44,1.074,3.1236
60,Qianfan,QIANFAN-45,1.0274,3.002
61,Qianfan,QIANFAN-46,1.086,3.1378
62,Qianfan,QIANFAN-47,1.06,3.1012
63,Qianfan,QIANFAN-48,1.0665,3.0664
64,Qianfan,QIANFAN-49,1.0213,2.9954
65,Qianfan,QIANFAN-50,1.0309,3.0063
66,Qianfan,QIANFAN-51,1.0619,3.0588
67,Qianfan,QIANFAN-52,1.0176,3.041
68,Qianfan,QIANFAN-53,1.0582,3.0466
69,Qianfan,QIANFAN-54,1.0059,3.0245
70,Qianfan,QIANFAN-92,1.4194,4.1823
71,Qianfan,QIANFAN-95,1.8559,5.8963
72,Qianfan,QIANFAN-98,1.433,4.7389
73,Qianfan,QIANFAN-100,1.4384,4.7408
74,Qianfan,QIANFAN-101,1.9879,6.1537
75,Qianfan,QIANFAN-102,1.3441,4.5905
76,Qianfan,QIANFAN-104,1.3452,4.5929
77,Qianfan,QIANFAN-105,1.344,4.5918
78,Qianfan,QIANFAN-107,1.3314,4.5864
79,Qianfan,QIANFAN-108,1.2079,4.362
80,Planet,SKYSAT-A,1.0434,4.831
81,Planet,SKYSAT-B,1.2776,6.88
82,Planet,SKYSAT-C4,1.3097,5.3869
83,Planet,SKYSAT-C2,1.1766,4.8091
84,Planet,SKYSAT-C13,1.445,5.8459
85,Planet,PELICAN-3001,1.1075,4.4106
86,Hulianwang,HULIANWANG DIGUI 13A,1.9977,8.6298
87,Hulianwang,HULIANWANG DIGUI 13B,1.9856,8.5943
88,Hulianwang,HULIANWANG DIGUI 13C,1.9888,8.5985
89,Hulianwang,HULIANWANG DIGUI 13D,1.9975,8.63
90,Hulianwang,HULIANWANG DIGUI 13E,1.9872,8.5964
91,Hulianwang,HULIANWANG DIGUI 13F,1.9887,8.5985
92,Hulianwang,HULIANWANG DIGUI 13G,1.9985,8.6309
93,Hulianwang,HULIANWANG DIGUI 13H,1.9996,8.6324
94,Hulianwang,HULIANWANG DIGUI 13J,1.9988,8.6312
95,Starlink,STARLINK-1011,1.6965,10.3608
96,Starlink,STARLINK-1060,1.0252,6.5487
97,Starlink,STARLINK-1144,1.0008,6.4251
98,Starlink,STARLINK-1107,1.3551,8.6216
99,Starlink,STARLINK-1142,1.0809,6.839
100,Starlink,STARLINK-1306,1.2413,7.9073
101,Starlink,STARLINK-1325,1.054,6.6749
102,Starlink,STARLINK-1328,1.298,8.2738
103,Starlink,STARLINK-1360,1.2311,7.6537
104,Starlink,STARLINK-1474,1.057,6.697
105,Starlink,STARLINK-1475,1.5721,9.8735
106,Starlink,STARLINK-1510,1.3004,8.2039
107,Starlink,STARLINK-1643,1.8546,11.5136
108,Starlink,STARLINK-1734,1.2471,7.8478
109,Starlink,STARLINK-1692,1.5995,9.8966
110,Starlink,STARLINK-2069,1.1127,7.0066
111,Starlink,STARLINK-2086,1.0273,6.5744
112,Starlink,STARLINK-2393,1.1431,7.2519
113,Starlink,STARLINK-2340,1.4186,8.8976
114,Starlink,STARLINK-2368,1.2722,8.0093
115,Starlink,STARLINK-2540,1.0316,6.5863
116,Starlink,STARLINK-2511,1.1128,7.0112
117,Starlink,STARLINK-2626,1.081,6.8294
118,Starlink,STARLINK-2595,1.1331,7.2236
119,Starlink,STARLINK-2660,1.3367,8.4192
120,Starlink,STARLINK-3005,1.0238,5.5736
121,Starlink,STARLINK-3317,1.2146,7.6435
122,Starlink,STARLINK-3322,1.7231,10.5642
123,Starlink,STARLINK-3557,1.135,7.1367
124,Starlink,STARLINK-3663,1.4717,9.053
125,Starlink,STARLINK-3722,1.524,9.6287
126,Starlink,STARLINK-3920,1.2429,7.8972
127,Starlink,STARLINK-4362,1.0375,5.6817
128,Starlink,STARLINK-4320,1.0313,5.6345
129,Starlink,STARLINK-4308,1.037,5.6778
130,Starlink,STARLINK-4311,1.0246,5.5831
131,Starlink,STARLINK-4312,1.0475,5.758
132,Starlink,STARLINK-4309,1.0499,5.7762
133,Starlink,STARLINK-4323,1.0521,5.7924
134,Starlink,STARLINK-4348,1.0536,5.8037
135,Starlink,STARLINK-4347,1.0536,5.8041
136,Starlink,STARLINK-4322,1.0539,5.8063
137,Starlink,STARLINK-4326,1.0523,5.7941
138,Starlink,STARLINK-4321,1.0526,5.7967
139,Starlink,STARLINK-4318,1.0522,5.7934
140,Starlink,STARLINK-4333,1.0397,5.6989
141,Starlink,STARLINK-4369,1.0341,5.6552
142,Starlink,STARLINK-4351,1.0446,5.7355
143,Starlink,STARLINK-4404,1.3982,8.4271
144,Starlink,STARLINK-4407,1.4344,8.7033
145,Starlink,STARLINK-4403,1.0014,5.4059
146,Starlink,STARLINK-4385,1.0026,5.4153
147,Starlink,STARLINK-4423,1.0024,5.4141
148,Starlink,STARLINK-4414,1.0474,5.7566
149,Starlink,STARLINK-4353,1.0116,5.4844
150,Starlink,STARLINK-4376,1.0406,5.705
151,Starlink,STARLINK-4363,1.0517,5.7897
152,Starlink,STARLINK-4377,1.0527,5.7969
153,Starlink,STARLINK-4356,1.0533,5.8018
154,Starlink,STARLINK-4359,1.0505,5.7804
155,Starlink,STARLINK-4365,1.0509,5.7828
156,Starlink,STARLINK-4371,1.0535,5.8035
157,Starlink,STARLINK-4372,1.0493,5.7714
158,Starlink,STARLINK-4368,1.0515,5.788
159,Starlink,STARLINK-4398,1.0552,5.8155
160,Starlink,STARLINK-4400,1.0548,5.8128
161,Starlink,STARLINK-4393,1.055,5.8144
162,Starlink,STARLINK-4447,1.0545,5.8112
163,Starlink,STARLINK-4445,1.0021,5.4116
164,Starlink,STARLINK-4389,1.0379,5.6851
165,Starlink,STARLINK-4378,1.0445,5.7353
166,Starlink,STARLINK-4412,1.0552,5.8158
167,Starlink,STARLINK-4433,1.008,5.4568
168,Starlink,STARLINK-4302,1.0012,5.4049
169,Starlink,STARLINK-4450,1.0054,5.437
170,Starlink,STARLINK-4451,1.0013,5.4052
171,Starlink,STARLINK-4361,1.389,8.3567
172,Starlink,STARLINK-4429,1.0127,5.4929
173,Starlink,STARLINK-4465,1.3915,8.3755
174,Starlink,STARLINK-4453,1.0316,5.6368
175,Starlink,STARLINK-4434,1.0389,5.6921
176,Starlink,STARLINK-4461,1.3921,8.3805
177,Starlink,STARLINK-4448,1.0395,5.6963
178,Starlink,STARLINK-4446,1.0433,5.7251
179,Starlink,STARLINK-4402,1.0548,5.8129
180,Starlink,STARLINK-4511,1.4902,9.3275
181,Starlink,STARLINK-4622,1.0184,5.5362
182,Starlink,STARLINK-4380,1.0065,5.4455
183,Starlink,STARLINK-4390,1.0572,5.8312
184,Starlink,STARLINK-4469,1.3667,8.1869
185,Starlink,STARLINK-4440,1.0414,5.7117
186,Starlink,STARLINK-4428,1.057,5.8295
187,Starlink,STARLINK-4620,1.0552,5.8158
188,Starlink,STARLINK-4621,1.0574,5.8328
189,Starlink,STARLINK-4424,1.0576,5.8344
190,Starlink,STARLINK-4625,1.0576,5.8345
191,Starlink,STARLINK-4624,1.0098,5.4703
192,Starlink,STARLINK-4626,1.0572,5.8317
193,Starlink,STARLINK-4569,1.0001,5.3961
194,Starlink,STARLINK-4571,1.0555,5.8189
195,Starlink,STARLINK-4570,1.0492,5.7704
196,Starlink,STARLINK-5024,1.0281,6.5889
197,Starlink,STARLINK-5056,1.487,9.3642
198,Starlink,STARLINK-5687,1.9532,11.8607
199,Starlink,STARLINK-5326,1.8922,11.5768
200,Starlink,STARLINK-5810,1.9918,12.1809
201,Starlink,STARLINK-6039,1.0513,5.7863
202,Starlink,STARLINK-5988,1.0323,5.6418
203,Starlink,STARLINK-6033,1.038,5.6855
204,Starlink,STARLINK-6035,1.0506,5.7807
205,Starlink,STARLINK-5981,1.0556,5.8187
206,Starlink,STARLINK-5980,1.0505,5.7803
207,Starlink,STARLINK-5997,1.0539,5.8059
208,Starlink,STARLINK-5991,1.0505,5.7804
209,Starlink,STARLINK-5093,1.0559,5.8214
210,Starlink,STARLINK-5562,1.0548,5.813
211,Starlink,STARLINK-5561,1.0345,5.6585
212,Starlink,STARLINK-5554,1.0381,5.6865
213,Starlink,STARLINK-5552,1.009,5.465
214,Starlink,STARLINK-5543,1.0275,5.6055
215,Starlink,STARLINK-5837,1.0056,5.4384
216,Starlink,STARLINK-5888,1.0079,5.4565
217,Starlink,STARLINK-5874,1.0331,5.6481
218,Starlink,STARLINK-5877,1.0009,5.4022
219,Starlink,STARLINK-5533,1.0016,5.4078
220,Starlink,STARLINK-5551,1.0078,5.4552
221,Starlink,STARLINK-5550,1.0102,5.4734
222,Starlink,STARLINK-30073,1.2648,7.9929
223,Starlink,STARLINK-30163,1.2647,8.0368
224,Starlink,STARLINK-30190,1.4141,8.8706
225,Starlink,STARLINK-30494,1.2135,7.6484
226,Starlink,STARLINK-11072 [DTC],1.0259,6.5791
227,Starlink,STARLINK-11075 [DTC],1.0245,6.5748
228,Starlink,STARLINK-11077 [DTC],1.0235,6.5718
229,Starlink,STARLINK-11079 [DTC],1.0295,6.5994
230,Starlink,STARLINK-11076 [DTC],1.0303,6.6018
231,Starlink,STARLINK-11078 [DTC],1.0305,6.6025
232,Starlink,STARLINK-31060,1.5609,9.8634
233,Starlink,STARLINK-11087 [DTC],1.0324,6.6165
234,Starlink,STARLINK-11090 [DTC],1.0288,6.5987
235,Starlink,STARLINK-11093 [DTC],1.0316,6.6143
236,Starlink,STARLINK-11083 [DTC],1.0322,6.6159
237,Starlink,STARLINK-11085 [DTC],1.0272,6.594
238,Starlink,STARLINK-11089 [DTC],1.0321,6.6156
239,Starlink,STARLINK-31618,1.6276,10.2131
240,Starlink,STARLINK-31771,1.2981,8.2305
241,Starlink,STARLINK-11107 [DTC],1.025,6.5794
242,Starlink,STARLINK-11088 [DTC],1.0329,6.6276
243,Starlink,STARLINK-11092 [DTC],1.0367,6.652
244,Starlink,STARLINK-11082 [DTC],1.0372,6.6534
245,Starlink,STARLINK-11108 [DTC],1.0373,6.6536
246,Starlink,STARLINK-11100 [DTC],1.0372,6.6535
247,Starlink,STARLINK-11094 [DTC],1.037,6.6528
248,Starlink,STARLINK-11101 [DTC],1.0326,6.6266
249,Starlink,STARLINK-11099 [DTC],1.0353,6.6424
250,Starlink,STARLINK-11084 [DTC],1.0257,6.5818
251,Starlink,STARLINK-11103 [DTC],1.0245,6.5781
252,Starlink,STARLINK-11096 [DTC],1.029,6.6037
253,Starlink,STARLINK-11095 [DTC],1.0242,6.5772
254,Starlink,STARLINK-31841,1.7134,10.7579
255,Starlink,STARLINK-11118 [DTC],1.0415,6.6873
256,Starlink,STARLINK-11132 [DTC],1.0417,6.6879
257,Starlink,STARLINK-11131 [DTC],1.0418,6.6882
258,Starlink,STARLINK-11114 [DTC],1.0417,6.6878
259,Starlink,STARLINK-11105 [DTC],1.0411,6.6859
260,Starlink,STARLINK-11097 [DTC],1.0363,6.6549
261,Starlink,STARLINK-11098 [DTC],1.032,6.6284
262,Starlink,STARLINK-11117 [DTC],1.0292,6.6139
263,Starlink,STARLINK-11110 [DTC],1.0289,6.6129
264,Starlink,STARLINK-11104 [DTC],1.0296,6.6151
265,Starlink,STARLINK-11111 [DTC],1.0382,6.6666
266,Starlink,STARLINK-11106 [DTC],1.0339,6.6407
267,Starlink,STARLINK-11145 [DTC],1.0419,6.689
268,Starlink,STARLINK-11113 [DTC],1.0428,6.6948
269,Starlink,STARLINK-11123 [DTC],1.0382,6.6682
270,Starlink,STARLINK-11138 [DTC],1.0308,6.6249
271,Starlink,STARLINK-11130 [DTC],1.0336,6.6402
272,Starlink,STARLINK-11124 [DTC],1.0302,6.6231
273,Starlink,STARLINK-11143 [DTC],1.0336,6.6401
274,Starlink,STARLINK-11133 [DTC],1.0382,6.6679
275,Starlink,STARLINK-11144 [DTC],1.0413,6.6872
276,Starlink,STARLINK-11134 [DTC],1.0426,6.6943
277,Starlink,STARLINK-11142 [DTC],1.0427,6.6946
278,Starlink,STARLINK-31864,1.304,8.2439
279,Starlink,STARLINK-11129 [DTC],1.0283,6.6051
280,Starlink,STARLINK-11140 [DTC],1.0327,6.6308
281,Starlink,STARLINK-11122 [DTC],1.038,6.6651
282,Starlink,STARLINK-11149 [DTC],1.0404,6.6796
283,Starlink,STARLINK-11120 [DTC],1.0408,6.6806
284,Starlink,STARLINK-11086 [DTC],1.0408,6.6809
285,Starlink,STARLINK-11148 [DTC],1.0408,6.6807
286,Starlink,STARLINK-11116 [DTC],1.0404,6.6792
287,Starlink,STARLINK-11155 [DTC],1.04,6.6771
288,Starlink,STARLINK-11163 [DTC],1.0364,6.6561
289,Starlink,STARLINK-11135 [DTC],1.0276,6.603
290,Starlink,STARLINK-11151 [DTC],1.0288,6.6065
291,Starlink,STARLINK-11137 [DTC],1.0279,6.6038
292,Starlink,STARLINK-11181 [DTC],1.0412,6.684
293,Starlink,STARLINK-11176 [DTC],1.0415,6.6847
294,Starlink,STARLINK-11167 [DTC],1.0413,6.6841
295,Starlink,STARLINK-11166 [DTC],1.0414,6.6854
296,Starlink,STARLINK-11165 [DTC],1.0419,6.6868
297,Starlink,STARLINK-11169 [DTC],1.0368,6.6579
298,Starlink,STARLINK-11102 [DTC],1.0323,6.6298
299,Starlink,STARLINK-11141 [DTC],1.0283,6.6059
300,Starlink,STARLINK-11153 [DTC],1.0277,6.6038
301,Starlink,STARLINK-11170 [DTC],1.0283,6.6057
302,Starlink,STARLINK-11171 [DTC],1.0321,6.6291
303,Starlink,STARLINK-11186 [DTC],1.0368,6.6577
304,Starlink,STARLINK-11184 [DTC],1.0413,6.6842
305,Starlink,STARLINK-11201 [DTC],1.0409,6.6822
306,Starlink,STARLINK-11198 [DTC],1.0411,6.6828
307,Starlink,STARLINK-11112 [DTC],1.0412,6.6833
308,Starlink,STARLINK-11210 [DTC],1.0412,6.6832
309,Starlink,STARLINK-11203 [DTC],1.0409,6.6823
310,Starlink,STARLINK-11177 [DTC],1.0393,6.6733
311,Starlink,STARLINK-11127 [DTC],1.0335,6.6351
312,Starlink,STARLINK-11164 [DTC],1.0292,6.6096
313,Starlink,STARLINK-11119 [DTC],1.0292,6.6096
314,Starlink,STARLINK-11157 [DTC],1.0281,6.6063
315,Starlink,STARLINK-11162 [DTC],1.0334,6.635
316,Starlink,STARLINK-11161 [DTC],1.0392,6.6729
317,Starlink,STARLINK-11160 [DTC],1.0281,6.6063
318,Starlink,STARLINK-11168 [DTC],1.028,6.6056
319,Starlink,STARLINK-11187 [DTC],1.0279,6.6051
320,Starlink,STARLINK-11180 [DTC],1.0291,6.6087
321,Starlink,STARLINK-11197 [DTC],1.0346,6.644
322,Starlink,STARLINK-11194 [DTC],1.0374,6.6594
323,Starlink,STARLINK-11189 [DTC],1.0409,6.6822
324,Starlink,STARLINK-11183 [DTC],1.0411,6.6827
325,Starlink,STARLINK-11179 [DTC],1.0412,6.6832
326,Starlink,STARLINK-11175 [DTC],1.041,6.6825
327,Starlink,STARLINK-11173 [DTC],1.0409,6.6821
328,Starlink,STARLINK-11172 [DTC],1.0392,6.673
329,Starlink,STARLINK-11152 [DTC],1.0347,6.6442
330,Starlink,STARLINK-11193 [DTC],1.029,6.6085
331,Starlink,STARLINK-11147 [DTC],1.0413,6.6844
332,Starlink,STARLINK-11128 [DTC],1.0412,6.6841
333,Starlink,STARLINK-11227 [DTC],1.0406,6.6823
334,Starlink,STARLINK-11224 [DTC],1.0355,6.6488
335,Starlink,STARLINK-11115 [DTC],1.0311,6.6217
336,Starlink,STARLINK-11109 [DTC],1.0283,6.6068
337,Starlink,STARLINK-11223 [DTC],1.0286,6.6077
338,Starlink,STARLINK-11192 [DTC],1.0278,6.6054
339,Starlink,STARLINK-11213 [DTC],1.033,6.6339
340,Starlink,STARLINK-11200 [DTC],1.0374,6.6607
341,Starlink,STARLINK-11206 [DTC],1.0413,6.6845
342,Starlink,STARLINK-11205 [DTC],1.0413,6.6844
343,Starlink,STARLINK-11228 [DTC],1.0402,6.6795
344,Starlink,STARLINK-11182 [DTC],1.0272,6.5989
345,Starlink,STARLINK-11234 [DTC],1.0269,6.598
346,Starlink,STARLINK-11232 [DTC],1.0277,6.6003
347,Starlink,STARLINK-11139 [DTC],1.027,6.5984
348,Starlink,STARLINK-11158 [DTC],1.0383,6.6676
349,Starlink,STARLINK-11199 [DTC],1.041,6.6838
350,Starlink,STARLINK-11081 [DTC],1.0414,6.685
351,Starlink,STARLINK-11150 [DTC],1.0417,6.6857
352,Starlink,STARLINK-11136 [DTC],1.0414,6.6851
353,Starlink,STARLINK-11196 [DTC],1.0407,6.681
354,Starlink,STARLINK-11174 [DTC],1.0365,6.6559
355,Starlink,STARLINK-11191 [DTC],1.0285,6.6028
356,Starlink,STARLINK-11247 [DTC],1.0406,6.6788
357,Starlink,STARLINK-11259 [DTC],1.0408,6.6807
358,Starlink,STARLINK-11188 [DTC],1.0403,6.678
359,Starlink,STARLINK-11272 [DTC],1.0351,6.6477
360,Starlink,STARLINK-11261 [DTC],1.0395,6.6755
361,Starlink,STARLINK-11263 [DTC],1.0288,6.6083
362,Starlink,STARLINK-11235 [DTC],1.0277,6.6052
363,Starlink,STARLINK-11080 [DTC],1.0283,6.6069
364,Starlink,STARLINK-11249 [DTC],1.0309,6.6211
365,Starlink,STARLINK-11146 [DTC],1.0354,6.6488
366,Starlink,STARLINK-11255 [DTC],1.0398,6.6761
367,Starlink,STARLINK-11254 [DTC],1.0408,6.6814
368,Starlink,STARLINK-11266 [DTC],1.0409,6.6818
369,Starlink,STARLINK-11242 [DTC],1.0368,6.6572
370,Starlink,STARLINK-11256 [DTC],1.0391,6.6699
371,Starlink,STARLINK-11159 [DTC],1.0413,6.6843
372,Starlink,STARLINK-11264 [DTC],1.0414,6.6844
373,Starlink,STARLINK-11226 [DTC],1.0412,6.6838
374,Starlink,STARLINK-11229 [DTC],1.0407,6.6823
375,Starlink,STARLINK-11265 [DTC],1.0412,6.6837
376,Starlink,STARLINK-11250 [DTC],1.0368,6.6573
377,Starlink,STARLINK-11190 [DTC],1.0325,6.6316
378,Starlink,STARLINK-11225 [DTC],1.0296,6.6158
379,Starlink,STARLINK-11273 [DTC],1.029,6.6139
380,Starlink,STARLINK-11248 [DTC],1.3411,8.5219
381,Starlink,STARLINK-11271 [DTC],1.0324,6.631
382,Starlink,STARLINK-11239 [DTC],1.0347,6.6448
383,Starlink,STARLINK-11245 [DTC],1.0411,6.6831
384,Starlink,STARLINK-11244 [DTC],1.0411,6.6832
385,Starlink,STARLINK-11243 [DTC],1.0412,6.6835
386,Starlink,STARLINK-11238 [DTC],1.0411,6.683
387,Starlink,STARLINK-11240 [DTC],1.0394,6.6745
388,Starlink,STARLINK-11251 [DTC],1.0348,6.6454
389,Starlink,STARLINK-11204 [DTC],1.0294,6.6111
390,Starlink,STARLINK-11246 [DTC],1.0284,6.6081
391,Starlink,STARLINK-11207 [DTC],1.0282,6.6076
392,Starlink,STARLINK-11237 [DTC],1.0293,6.6107
393,Starlink,STARLINK-11253 [DTC],1.0393,6.6741
394,Starlink,STARLINK-11241 [DTC],1.0409,6.6824
395,Starlink,STARLINK-11289 [DTC],1.0338,6.6381
396,Starlink,STARLINK-11282 [DTC],1.0283,6.6079
397,Starlink,STARLINK-11283 [DTC],1.0409,6.6816
398,Starlink,STARLINK-11267 [DTC],1.0409,6.6816
399,Starlink,STARLINK-11269 [DTC],1.0411,6.6822
400,Starlink,STARLINK-11281 [DTC],1.0407,6.6809
401,Starlink,STARLINK-11260 [DTC],1.0358,6.6456
402,Starlink,STARLINK-11287 [DTC],1.0392,6.6732
403,Starlink,STARLINK-11270 [DTC],1.0376,6.6639
404,Starlink,STARLINK-11290 [DTC],1.0294,6.6111
405,Starlink,STARLINK-11274 [DTC],1.0283,6.6079
406,Starlink,STARLINK-11288 [DTC],1.0292,6.6104
407,Starlink,STARLINK-11286 [DTC],1.0402,6.6787
408,Starlink,STARLINK-11252 [DTC],1.0408,6.6807
409,Starlink,STARLINK-11230 [DTC],1.0408,6.6807
410,Starlink,STARLINK-11294 [DTC],1.0407,6.6802
411,Starlink,STARLINK-11268 [DTC],1.0403,6.679
412,Starlink,STARLINK-11156 [DTC],1.0377,6.6648
413,Starlink,STARLINK-11231 [DTC],1.0314,6.6227
414,Starlink,STARLINK-11299 [DTC],1.0285,6.6074
415,Starlink,STARLINK-11154 [DTC],1.028,6.6061
416,Starlink,STARLINK-11297 [DTC],1.0286,6.6078
417,Starlink,STARLINK-11233 [DTC],1.0312,6.622
418,Starlink,STARLINK-11236 [DTC],1.0365,6.6559
419,Starlink,STARLINK-11209 [DTC],1.0283,6.607
420,Starlink,STARLINK-11257 [DTC],1.0308,6.6204
421,Starlink,STARLINK-11309 [DTC],1.0352,6.647
422,Starlink,STARLINK-11292 [DTC],1.0397,6.6759
423,Starlink,STARLINK-11302 [DTC],1.0415,6.6855
424,Starlink,STARLINK-11277 [DTC],1.0415,6.6855
425,Starlink,STARLINK-11279 [DTC],1.0416,6.6859
426,Starlink,STARLINK-11091 [DTC],1.0415,6.6855
427,Starlink,STARLINK-11291 [DTC],1.0412,6.6848
428,Starlink,STARLINK-11304 [DTC],1.0394,6.6752
429,Starlink,STARLINK-11307 [DTC],1.0334,6.6359
430,Starlink,STARLINK-11298 [DTC],1.0289,6.609
431,Starlink,STARLINK-11310 [DTC],1.0281,6.6064
432,Starlink,STARLINK-11300 [DTC],1.027,6.5976
433,Starlink,STARLINK-11276 [DTC],1.0282,6.601
434,Starlink,STARLINK-11280 [DTC],1.0385,6.6662
435,Starlink,STARLINK-11308 [DTC],1.0338,6.637
436,Starlink,STARLINK-11305 [DTC],1.0393,6.6705
437,Starlink,STARLINK-11317 [DTC],1.0395,6.6711
438,Starlink,STARLINK-11293 [DTC],1.0396,6.6715
439,Starlink,STARLINK-11319 [DTC],1.0388,6.6667
440,Starlink,STARLINK-11318 [DTC],1.0361,6.6503
441,Starlink,STARLINK-11311 [DTC],1.0319,6.6247
442,Starlink,STARLINK-11306 [DTC],1.0277,6.5995
443,Starlink,STARLINK-11313 [DTC],1.0268,6.5967
444,Starlink,STARLINK-11354 [DTC],1.0273,6.599
445,Starlink,STARLINK-11323 [DTC],1.0356,6.6495
446,Starlink,STARLINK-11338 [DTC],1.0284,6.6023
447,Starlink,STARLINK-11362 [DTC],1.0397,6.6732
448,Starlink,STARLINK-11295 [DTC],1.0392,6.6707
449,Starlink,STARLINK-11331 [DTC],1.0399,6.674
450,Starlink,STARLINK-11325 [DTC],1.04,6.6742
451,Starlink,STARLINK-11332 [DTC],1.0399,6.674
452,Starlink,STARLINK-11350 [DTC],1.0395,6.6728
453,Starlink,STARLINK-11357 [DTC],1.0365,6.6526
454,Starlink,STARLINK-11322 [DTC],1.0321,6.6261
455,Starlink,STARLINK-11364 [DTC],1.0278,6.6004
456,Starlink,STARLINK-11349 [DTC],1.0269,6.5977
457,Starlink,STARLINK-11356 [DTC],1.0399,6.6737
458,Starlink,STARLINK-11376 [DTC],1.0398,6.6733
459,Starlink,STARLINK-11372 [DTC],1.0399,6.6737
460,Starlink,STARLINK-11375 [DTC],1.0395,6.6725
461,Starlink,STARLINK-11285 [DTC],1.0362,6.6513
462,Starlink,STARLINK-11275 [DTC],1.0319,6.6249
463,Starlink,STARLINK-11342 [DTC],1.0278,6.6002
464,Starlink,STARLINK-11374 [DTC],1.0269,6.5976
465,Starlink,STARLINK-11373 [DTC],1.0271,6.5982
466,Starlink,STARLINK-11368 [DTC],1.0286,6.6037
467,Starlink,STARLINK-11370 [DTC],1.0341,6.6385
468,Starlink,STARLINK-11361 [DTC],1.0434,6.6897
469,Starlink,STARLINK-11360 [DTC],1.0398,6.6733
470,Starlink,STARLINK-11335 [DTC],1.0393,6.6709
471,Starlink,STARLINK-11344 [DTC],1.0397,6.672
472,Starlink,STARLINK-11312 [DTC],1.0396,6.6718
473,Starlink,STARLINK-11340 [DTC],1.0397,6.6721
474,Starlink,STARLINK-11339 [DTC],1.0386,6.6672
475,Starlink,STARLINK-11315 [DTC],1.0392,6.6699
476,Starlink,STARLINK-11366 [DTC],1.0349,6.644
477,Starlink,STARLINK-11348 [DTC],1.0286,6.6029
478,Starlink,STARLINK-11327 [DTC],1.0273,6.5991
479,Starlink,STARLINK-11341 [DTC],1.0269,6.5979
480,Starlink,STARLINK-11346 [DTC],1.0277,6.6001
481,Starlink,STARLINK-11336 [DTC],1.5484,9.7913
482,Starlink,STARLINK-11296 [DTC],1.0368,6.6564
483,Starlink,STARLINK-11402 [DTC],1.039,6.6669
484,Starlink,STARLINK-11316 [DTC],1.0383,6.663
485,Starlink,STARLINK-11401 [DTC],1.0457,6.6979
